User_ID,Location,Age
170947,"sheldon, iowa, usa",35.0
170966,"port mcneill, british columbia, canada",36.0
170985,"shreveport, louisiana, usa",NULL
171003,"escanaba, michigan, usa",NULL
171007,"alamogordo, new mexico, usa",38.0
171026,"wadsworth, ohio, usa",NULL
171031,"meriden, connecticut, usa",58.0
171045,"foster city, ,",44.0
171050,"corydon, indiana, usa",41.0
171055,"fuquay varina, north carolina, usa",NULL
171078,"langley, british columbia, canada",43.0
171079,"stratton, ontario, canada",NULL
171082,"vancouver, washington, usa",36.0
171096,"greenville, south carolina, usa",NULL
171114,"fort myers, florida, usa",NULL
171118,"toronto, ontario, canada",47.0
171130,"bloomington, indiana, usa",NULL
171157,"sedalia, missouri, usa",32.0
171165,"petaling jaya, selangor, malaysia",36.0
171216,"washington township, new jersey, usa",NULL
171235,"münchen, bayern, germany",34.0
171242,"little rock, arkansas, usa",30.0
171251,"seattle, washington, usa",NULL
171283,"to, ontario, canada",30.0
171291,"eau claire, wisconsin, usa",NULL
171295,"silver spring, maryland, usa",27.0
171311,"milton, west virginia, usa",NULL
171329,"chula vista, california, usa",NULL
171346,"austin, texas, usa",NULL
171359,"suisun city, california, usa",NULL
171394,"buffalo, new york, usa",44.0
171435,"silver spring, maryland, usa",NULL
171436,"new york, new york, usa",29.0
171444,"carlsbad, california, usa",36.0
171445,"berkeley, california, usa",37.0
171475,"mentor, ohio, usa",44.0
171494,"golden, colorado, usa",42.0
171499,"norton, massachusetts, usa",24.0
171506,"seattle, washington, usa",30.0
171525,"allen, texas, usa",NULL
171555,"olympia, washington, usa",NULL
171602,"bainbridge island, washington, usa",37.0
171610,"marshalltown, iowa, usa",46.0
171623,"hendersonville, tennessee, usa",NULL
171638,"trout creek, montana, usa",50.0
171647,"montpelier, vermont, usa",NULL
171648,"new liskeard, ontario, canada",46.0
171658,"nevada city, california, usa",54.0
171680,"san angelo, texas, usa",36.0
171697,"springboro, ohio, usa",NULL
171728,"novi, michigan, usa",NULL
171765,"ottawa, ontario, canada",37.0
171767,"desoto, missouri, usa",NULL
171774,"richmond, virginia, usa",20.0
171818,"sacramento, california, usa",31.0
171846,"graz, steiermark, austria",NULL
171858,"loveland, colorado, usa",NULL
171859,"mississauga, ontario, canada",NULL
171872,"chicopee, massachusetts, usa",60.0
171904,"urduliz, bizkaia, spain",28.0
171936,"grants pass, oregon, usa",43.0
171939,"new york, new york, usa",24.0
171967,"kyle, texas, usa",NULL
171968,"irving, texas, usa",23.0
171970,"elmhurst, illinois, usa",NULL
171972,"welland, ontario, canada",19.0
171986,"sandhurst, england, united kingdom",47.0
171999,"sayreville, new jersey, usa",NULL
172010,"shreveport, louisiana, usa",21.0
172030,"rainsville, alabama, usa",30.0
172045,"sugar land, texas, usa",NULL
172047,"denver, colorado, usa",NULL
172048,"manchester, new hampshire, usa",NULL
172060,"winnemucca, nevada, usa",NULL
172061,"portland, oregon, usa",25.0
172089,"loleta, california, usa",NULL
172091,"cherry creek, new york, usa",58.0
172093,"charlottesville, virginia, usa",NULL
172096,"thunder bay, ontario, canada",44.0
172098,"grove city, ohio, usa",42.0
172101,"heath, massachusetts, usa",37.0
172119,"alexandria, virginia, usa",28.0
172124,"arlington, texas, usa",NULL
172128,"raleigh, north carolina, usa",40.0
172168,"silsbee, texas, usa",33.0
172171,"mastic, new york, usa",48.0
172179,"middletown, connecticut, usa",58.0
172192,"ann arbor, michigan, usa",36.0
172203,"sandy, utah, usa",45.0
172205,"baltimore, maryland, usa",54.0
172215,"hythe, alberta, canada",NULL
172216,"toronto, ontario, canada",NULL
172233,"deggendorf, bayern, germany",NULL
172240,"niagara falls, new york, usa",34.0
172271,"toronto, ontario, canada",NULL
172293,"n/a, n/a, united kingdom",NULL
172311,"toronto, ontario, canada",32.0
172331,"salem, oregon, usa",27.0
172367,"ottawa, ontario, canada",NULL
172370,"manteca, california, usa",24.0
172374,"san bernardino, california, usa",20.0
172377,"cleveland, ohio, usa",28.0
172406,"pikeville, north carolina, usa",29.0
172462,"nepean, ontario, canada",45.0
172486,"youngstown, ,",26.0
172512,"louisville, kentucky, usa",25.0
172517,"monterey, california, usa",NULL
172539,"lakewood, california, usa",NULL
172580,"shreveport, louisiana, usa",NULL
172613,"pforzheim, baden-wuerttemberg, germany",39.0
172624,"ramstein, rheinland-pfalz, germany",NULL
172676,"long beach, california, usa",29.0
172700,"portland, oregon, usa",33.0
172713,"bronx, new york, usa",NULL
172742,"astoria, oregon, usa",44.0
172760,"san antonio, texas, usa",29.0
172775,"eureka, california, usa",47.0
172783,"douglasville, georgia, usa",29.0
172822,"napa, california, usa",NULL
172834,"champaign, illinois, usa",33.0
172865,"peoria, arizona, usa",18.0
172888,"valence, rhône alpes, france",57.0
172951,"buckhannon, west virginia, usa",48.0
173001,"wellington, wellington, new zealand",53.0
173016,"portland, oregon, usa",21.0
173018,"christchurch, canterbury, new zealand",NULL
173020,"chillicothe, illinois, usa",NULL
173051,"norfolk, nebraska, usa",NULL
173067,"wichita, kansas, usa",NULL
173090,"miami, florida,",NULL
173111,"west columbia, south carolina, usa",36.0
173122,"saint paul, minnesota, usa",28.0
173131,"sydney, new south wales, australia",25.0
173190,"vail, colorado, usa",NULL
173194,"hudson, new hampshire, usa",56.0
173203,"seattle, washington, usa",NULL
173214,"london, , united kingdom",NULL
173225,"galion, ohio, usa",34.0
173253,"silver spring, maryland, usa",33.0
173280,"southold, new york, usa",41.0
173291,"greensboro, north carolina, usa",29.0
173302,"spring hill, tennessee, usa",NULL
173311,"chicago, illinois, usa",NULL
173315,"aiken, south carolina, usa",77.0
173340,"houston, texas, usa",67.0
173341,"kenosha, wisconsin, usa",46.0
173342,"louisa, virginia, usa",27.0
173343,"westminster, maryland, usa",NULL
173354,"meadville, pennsylvania, usa",26.0
173415,"chicago, illinois, usa",31.0
173481,"arlington, texas, usa",69.0
173486,"citronelle, alabama, usa",45.0
173494,"herkimer, new york, usa",19.0
173509,"juneau, alaska, usa",50.0
173511,"pine beach, new jersey, usa",37.0
173517,"eliot, maine, usa",35.0
173552,"raleigh, north carolina, usa",32.0
173586,"grimsby, ontario, canada",NULL
173623,"st catharines, ontario, canada",NULL
173650,"edmonton, alberta, canada",27.0
173679,"regensburg, bavaria, germany",27.0
173691,"cary, north carolina, usa",44.0
173708,"sandy, utah, usa",NULL
173728,"charleston, west virginia, usa",NULL
173743,"gloucester, massachusetts, usa",35.0
173773,"springfield, illinois, usa",36.0
173808,"carmel, indiana, usa",NULL
173835,"manchester, missouri, usa",53.0
173856,"longmont, colorado, usa",30.0
173860,"chicago, illinois, usa",48.0
173881,"festus, missouri, usa",32.0
173906,"berkeley, california, usa",32.0
173922,"oceanside, california, usa",38.0
173930,"shrewsbury, massachusetts, usa",NULL
173935,"dale city, virginia, usa",25.0
173951,"chevy chase, maryland, usa",NULL
173954,"putney, vermont, usa",NULL
173999,"lignières, neuchâtel, switzerland",33.0
174004,"n/a, n/a, hong kong",51.0
174006,"forest city, iowa, usa",NULL
174017,"henstridge, england, united kingdom",34.0
174018,"halifax, nova scotia, canada",NULL
174026,"springfield, missouri, usa",NULL
174031,"townsend, georgia, usa",62.0
174034,"surrey, british columbia, canada",50.0
174062,"kelseyville, california, usa",38.0
174072,"austin, texas, usa",NULL
174092,"holybourne, england, united kingdom",34.0
174138,"avon park, florida, usa",NULL
174142,"indian head, maryland, usa",26.0
174151,"carrollton, georgia, usa",34.0
174179,"huntington beach, california, usa",NULL
174195,"whitehorse, yukon territory, canada",26.0
174216,"hamilton, ohio, usa",36.0
174282,"pekin, illinois, usa",NULL
174296,"ostrander, ohio, usa",34.0
174304,"st. louis, missouri, usa",26.0
174322,"bagshot, england, united kingdom",36.0
174326,"winnipeg, manitoba, canada",38.0
174334,"guildford, n/a, united kingdom",NULL
174367,"holden, massachusetts, usa",53.0
174374,"salt lake city, utah, usa",40.0
174375,"norman, oklahoma, usa",31.0
174388,"rock island, illinois, usa",NULL
174428,"morrisville, north carolina, usa",37.0
174434,"herkimer, new york, usa",18.0
174453,"matthews, north carolina, usa",NULL
174488,"victoria, british columbia, canada",NULL
174497,"tarrytown, new york, usa",NULL
174501,"austin, texas, usa",NULL
174503,"stirling, ontario, canada",20.0
174508,"hillsboro, oregon, usa",NULL
174512,"san jose, california, usa",58.0
174525,"vacaville, california, usa",NULL
174534,"bismarck, north dakota, usa",47.0
174575,"denton, texas, usa",NULL
174590,"arlington heights, illinois, usa",NULL
174594,"klamath falls, oregon, usa",NULL
174596,"jackson heights, new york, usa",NULL
174601,"daytona beach, florida, usa",37.0
174615,"toronto, ontario, canada",NULL
174625,"houston, texas,",32.0
174630,"anchorage, alaska, usa",49.0
174633,"nashville, tennessee, usa",31.0
174638,"new york, new york, usa",41.0
174642,"zelienople, pennsylvania, usa",NULL
174657,"modesto, california, usa",31.0
174668,"tucson, arizona, usa",NULL
174683,"sutherlin, virginia, usa",40.0
174692,"lagrange, ,",59.0
174700,"toronto, ontario, canada",47.0
174723,"northport, alabama,",NULL
174726,"san diego, california, usa",NULL
174738,"elkhart, indiana, usa",43.0
174745,"hazelwood, missouri, usa",NULL
174766,"los angeles, california, usa",26.0
174776,"columbus, ohio, usa",23.0
174791,"long beach, california, usa",38.0
174793,"visalia, california, usa",52.0
174807,"upland, california, usa",39.0
174827,"lexington, kentucky, usa",46.0
174830,"college station, texas, usa",NULL
174834,"portland, oregon, usa",59.0
174848,"metuchen, new jersey, usa",NULL
174851,"missoula, montana, usa",43.0
174856,"new york, new york, usa",26.0
174881,"el cerrito, california, usa",NULL
174892,"milford, connecticut,",NULL
174897,"los angeles, california, usa",NULL
174911,"rochester, new hampshire, usa",NULL
174914,"perth, western australia, australia",33.0
174916,"sandy, , usa",NULL
174918,"minneapolis, minnesota, usa",59.0
174929,"toronto, ontario, canada",NULL
174967,"ann arbor, michigan, usa",36.0
174978,"bradenton, florida, usa",35.0
174982,"regensburg, bayern, germany",NULL
174987,"bentonville, arkansas, usa",32.0
174998,"citrus heights, california, usa",NULL
175000,"ridgeland, mississippi, usa",27.0
175003,"round rock, texas, usa",33.0
175052,"chicago, illinois, usa",57.0
175062,"moodus, connecticut, usa",NULL
175070,"brandon, mississippi, usa",31.0
175093,"angola, new york, usa",NULL
175100,"walled lake, ,",55.0
175101,"tampa, florida, usa",61.0
175117,"royersford, pennsylvania, usa",NULL
175141,"sarasota, florida, usa",NULL
175145,"durham, north carolina, usa",33.0
175166,"toronto, ontario, canada",NULL
175174,"whittier, california, usa",NULL
175175,"delaware city, delaware, usa",NULL
175185,"nanaimo, british columbia, canada",41.0
175190,"york, pennsylvania, usa",NULL
175195,"edina, minnesota, usa",45.0
175205,"great falls, montana, usa",NULL
175206,"shelby township, michigan, usa",40.0
175216,"san francisco, california, usa",NULL
175234,"seattle, washington, usa",41.0
175254,"davis, california, usa",NULL
175257,"tolland, ,",NULL
175271,"bellevue, idaho, usa",55.0
175276,"brawley, california, usa",NULL
175278,"san diego, california, usa",NULL
175283,"laramie, wyoming, usa",29.0
175284,"blue ridge summit, pennsylvania, usa",38.0
175287,"roanoke, virginia, usa",32.0
175304,"cottonwood, california,",NULL
175367,"tours, indre et loire, france",33.0
175377,"raleigh, north carolina, usa",31.0
175399,"birmingham, west midlands, united kingdom",NULL
175402,"san diego, california, usa",NULL
175463,"cambridge, illinois, usa",55.0
175469,"truckee, california, usa",NULL
175485,"tübingen, baden-württemberg, germany",21.0
175493,"münchen, bayern, germany",30.0
175512,"brockton, massachusetts, usa",31.0
175517,"brookline, massachusetts, usa",NULL
175529,"rockland, ,",NULL
175536,"dresden, sachsen, germany",27.0
175544,"st. louis park, minnesota, usa",25.0
175576,"ottawa, ontario, canada",30.0
175636,"san antonio, texas, usa",46.0
175703,"montreal, quebec, canada",27.0
175739,"provo, utah, usa",39.0
175740,"fairburn, georgia, usa",NULL
175754,"mercer, pennsylvania, usa",27.0
175794,"rockford, illinois, usa",32.0
175796,"augusta, maine, usa",NULL
175805,"toronto, ontario, canada",NULL
175832,"skillman, new jersey, usa",48.0
175874,"london, ontario, canada",NULL
175886,"hindmarsh island, south australia, australia",52.0
175892,"white bear lake, minnesota,",71.0
175909,"olympia, washington, usa",NULL
175929,"brantford/london, ontario, canada",22.0
175956,"saint paul, minnesota, usa",NULL
175978,"somewhere, new jersey, usa",27.0
176005,"coos bay, oregon, usa",NULL
176023,"new york, new york, usa",28.0
176047,"köln, nordrhein-westfalen, germany",37.0
176054,"coquitlam, british columbia, canada",NULL
176094,"pittsburgh, pennsylvania, usa",22.0
176102,"exton, ,",NULL
176109,"saskatoon, saskatchewan, canada",52.0
176114,"lancaster, pennsylvania, usa",53.0
176163,"carson city, nevada, usa",42.0
176164,"yardley, pennsylvania, usa",23.0
176169,"san francisco, california, usa",NULL
176170,"toronto, ontario, canada",NULL
176176,"omaha, nebraska, usa",NULL
176181,"cape girardeau, missouri, usa",29.0
176214,"springdale, arkansas, usa",34.0
176236,"west sayville, new york, usa",37.0
176248,"ulsan, n/a,",NULL
176251,"peoria, illinois, usa",NULL
176256,"andrews, indiana, usa",32.0
176257,"redondo beach, california, usa",44.0
176348,"louisville, kentucky, usa",33.0
176459,"brossard, quebec, canada",30.0
176481,"toronto, ontario, canada",NULL
176486,"alkmaar, n/a, netherlands",35.0
176494,"charlotte, north carolina, usa",30.0
176526,"glen allen, virginia, usa",NULL
176566,"philadelphia, pennsylvania, usa",NULL
176576,"houston, texas, usa",23.0
176577,"charlottesville, virginia, usa",54.0
176595,"san francisco, california, usa",63.0
176597,"madison, wisconsin, usa",34.0
176624,"splendora, texas, usa",27.0
176656,"georgetown, delaware, usa",42.0
176667,"minot, north dakota, usa",23.0
176687,"portland, oregon, usa",NULL
176696,"florence, alabama, usa",36.0
176701,"wayland, michigan, usa",NULL
176716,"north plainfield, new jersey, usa",NULL
176730,"silverton, oregon, usa",NULL
176737,"chattanooga, tennessee, usa",NULL
176785,"laguna hills, california, usa",NULL
176795,"tigard, oregon, usa",NULL
176807,"portsmouth, new hampshire, usa",61.0
176838,"helsinki, uusimaa, finland",27.0
176842,"olympia, washington, usa",45.0
176852,"columbia, south carolina, usa",28.0
176853,"fort worth, texas, usa",31.0
176875,"tampere, pirkanmaa, finland",31.0
176879,"reston, virginia, usa",NULL
176884,"chapel hill, north carolina, usa",NULL
176887,"surrey, england, united kingdom",30.0
176890,"hope, british columbia, canada",NULL
176894,"salt lake city, utah, usa",32.0
176902,"o`fallon, missouri, usa",25.0
176903,"irving, texas, usa",24.0
176916,"roma, lazio, italy",NULL
176953,"boulder, colorado, usa",23.0
176978,"basye, virginia, usa",NULL
177021,"sebastopol, california, usa",35.0
177040,"cicero, new york, usa",27.0
177051,"baker city, oregon, usa",29.0
177072,"moberly, missouri, usa",47.0
177073,"moberly, missouri, usa",NULL
177088,"london, ontario, canada",NULL
177090,"ashland, missouri, usa",37.0
177091,"forest grove, oregon, usa",36.0
177098,"los angeles, california, usa",37.0
177103,"montreal, quebec, canada",34.0
177113,"north augusta, south carolina, usa",47.0
177134,"ottawa, ontario, canada",32.0
177152,"milwaukee, wisconsin, usa",NULL
177157,"antelope, california, usa",NULL
177180,"akron, ohio, usa",39.0
177186,"charleston, south carolina, usa",42.0
177195,"bayside, new york, usa",20.0
177233,"austin, texas, usa",23.0
177237,"warrnambool, victoria, australia",25.0
177239,"petersburg, tennessee, usa",33.0
177252,"victoria, british columbia, canada",20.0
177262,"great valley, new york, usa",25.0
177277,"plymouth, england, united kingdom",30.0
177284,"colorado springs, colorado, usa",30.0
177295,"haslett, michigan, usa",41.0
177316,"pawleys island, south carolina, usa",NULL
177334,"yuma, arizona, usa",68.0
177346,"brooklyn, new york, usa",35.0
177349,"kingston, washington, usa",33.0
177363,"roswell, georgia, usa",28.0
177367,"new orleans, louisiana, usa",NULL
177372,"santa clara, california, usa",35.0
177373,"orlando, florida, usa",29.0
177374,"kingston, washington, usa",NULL
177375,"w.m., pennsylvania, usa",42.0
177386,"beaverton, oregon, usa",52.0
177405,"santa barbara, california, usa",NULL
177432,"wichita, kansas, usa",33.0
177451,"arlington, texas, usa",NULL
177458,"ottawa, ontario, canada",29.0
177459,"orangeville, ontario, canada",59.0
177479,"los angeles, california, usa",NULL
177492,"sullivan, missouri, usa",25.0
177514,"new westminster, british columbia, canada",NULL
177531,"rye brook, new york, usa",40.0
177560,"toronto, ontario, canada",NULL
177569,"port orchard, washington, usa",52.0
177573,"richmond, virginia, usa",NULL
177590,"green bay, wisconsin, usa",49.0
177630,"brooklyn, new york, usa",34.0
177634,"biloxi, mississippi, usa",NULL
177638,"laconia, new hampshire, usa",51.0
177660,"lille, nord, france",NULL
177677,"superior, wisconsin, usa",NULL
177683,"suffolk, virginia, usa",NULL
177688,"münchen, bayern, germany",25.0
177690,"nottingham, maryland, usa",27.0
177731,"spotsylvania, virginia, usa",27.0
177737,"goshen, indiana, usa",NULL
177792,"brooklyn park, minnesota, usa",32.0
177823,"glen ellyn, illinois, usa",60.0
177862,"high river, alberta, canada",33.0
177870,"houston, texas, usa",NULL
177876,"adrian, michigan, usa",46.0
177879,"san diego, california, usa",22.0
177934,"shawnee, kansas, usa",NULL
177959,"portland, oregon, usa",NULL
177968,"san mateo, california, usa",NULL
177971,"new york, new york, usa",50.0
177982,"oak park, california, usa",69.0
177989,"fort worth, texas, usa",60.0
178001,"newaygo, michigan, usa",NULL
178028,"east lansing, michigan, usa",NULL
178032,"brookville, pennsylvania, usa",58.0
178035,"pembroke, , canada",81.0
178056,"victoria, british columbia, canada",32.0
178058,"white rock, british columbia, canada",NULL
178065,"chicago, illinois, usa",NULL
178069,"highland park, illinois, usa",61.0
178072,"takaka, golden bay, new zealand",54.0
178079,"north las vegas, nevada, usa",55.0
178093,"port coquitlam, british columbia, canada",NULL
178104,"wichita, kansas, usa",NULL
178123,"chandler, arizona, usa",NULL
178130,"auburn, washington, usa",45.0
178144,"chicago, illinois, usa",27.0
178151,"lake elsinore, california, usa",58.0
178157,"worcester, massachusetts, usa",58.0
178173,"mukilteo, ,",NULL
178181,"bloomfield hills, michigan, usa",32.0
178183,"lakeland, ,",NULL
178187,"montclair, new jersey, usa",NULL
178199,"amarillo, texas, usa",NULL
178201,"saint louis, ,",NULL
178223,"sioux falls, south dakota, usa",34.0
178240,"olive branch, mississippi, usa",49.0
178252,"mesa, arizona, usa",51.0
178254,"manhattan beach, california, usa",43.0
178261,"north dartmouth, massachusetts, usa",57.0
178290,"eugene, oregon, usa",NULL
178295,"oakland, california, usa",NULL
178306,"ann arbor, michigan, usa",72.0
178310,"washington, dc, usa",21.0
178322,"nevada city, california, usa",66.0
178329,"denver, colorado, usa",25.0
178356,"miami, florida, usa",26.0
178412,"poland, ohio, usa",NULL
178449,"douglasville, georgia, usa",NULL
178456,"gloversville, new york, usa",NULL
178458,"cheriton, ,",66.0
178471,"niwot, colorado, usa",NULL
178522,"somerset, ,",NULL
178526,"columbia, missouri, usa",41.0
178533,"higganum, connecticut, usa",50.0
178558,"homburg, saarland, germany",NULL
178562,"halifax, nova scotia, canada",NULL
178568,"sherman oaks, california, usa",NULL
178570,"mississauga, ontario, canada",43.0
178587,"napa, california, usa",56.0
178597,"san diego, california, usa",NULL
178667,"freehold, new jersey, usa",34.0
178668,"ferndale, michigan, usa",28.0
178671,"eye, england, united kingdom",NULL
178693,"bainbridge island, washington, usa",NULL
178695,"pomona, california, usa",NULL
178733,"nicholasville, kentucky, usa",43.0
178753,"new smyrna beach, florida, usa",47.0
178762,"parker, colorado, usa",46.0
178797,"porto, porto, portugal",29.0
178834,"bartow, florida, usa",31.0
178839,"naperville, illinois, usa",46.0
178880,"shrewsbury, massachusetts, usa",NULL
178890,"gijon, asturias, spain",NULL
178895,"aspendale, victoria, australia",30.0
178905,"amsterdam, noord-holland, netherlands",27.0
178914,"bradenton, florida, usa",NULL
178919,"vancouver, british columbia, canada",30.0
178920,"san francisco, california, usa",31.0
178950,"orlando, florida, usa",NULL
178961,"salt lake city, utah, usa",NULL
178962,"san jose, california, usa",29.0
178969,"modesto, california, usa",28.0
179019,"little falls, new york,",NULL
179068,"omaha, nebraska, usa",30.0
179075,"hampton, , usa",82.0
179099,"sydney, nsw, australia",30.0
179118,"west lafayette, indiana, usa",28.0
179147,"dallas, texas, usa",NULL
179216,"sevilla, sevilla, spain",25.0
179280,"torrance, california, usa",61.0
179288,"russell, massachusetts, usa",50.0
179321,"alameda, california, usa",29.0
179327,"franklin, tennessee, usa",18.0
179330,"dallas, texas, usa",39.0
179358,"mexico, estado de mexico, mexico",27.0
179383,"new bern, north carolina, usa",NULL
179390,"spring, texas, usa",39.0
179414,"cary, north carolina, usa",NULL
179433,"raleigh, north carolina, usa",42.0
179451,"cary, north carolina, usa",NULL
179454,"los angeles, california, usa",23.0
179457,"thompsontown, pennsylvania, usa",54.0
179467,"finksburg, maryland, usa",NULL
179501,"minot, north dakota, usa",23.0
179518,"warren, ohio, usa",NULL
179523,"vancouver, ,",NULL
179532,"somerville, massachusetts, usa",24.0
179534,"pasadena, california, usa",31.0
179554,"tucson, arizona, usa",NULL
179591,"stamford, connecticut, usa",57.0
179624,"ourense, ourense, spain",31.0
179648,"plainwell, michigan, usa",27.0
179688,"warren, new jersey, usa",56.0
179718,"leroy, ,",39.0
179730,"harmony, rhode island, usa",NULL
179733,"greenville, texas, usa",26.0
179734,"greenville, texas, usa",26.0
179739,"aurora, ontario, canada",42.0
179741,"edmond, oklahoma, usa",NULL
179744,"manchester, connecticut, usa",26.0
179772,"high river, alberta, canada",37.0
179791,"sydney, new south wales, australia",22.0
179797,"lino lakes, minnesota, usa",43.0
179826,"oldham, england, united kingdom",22.0
179843,"guyton, georgia, usa",NULL
179857,"pozzolengo, lombardy, italy",41.0
179863,"dallas, texas, usa",NULL
179885,"highland village, texas, usa",31.0
179904,"toronto, ontario, canada",NULL
179906,"minneapolis, minnesota, usa",NULL
179939,"barcelona, granollers, spain",27.0
179978,"perry, new york, usa",28.0
180002,"markham, ontario, canada",NULL
180032,"brooklyn, new york, usa",NULL
180042,"thornton, ontario, canada",63.0
180131,"kansas city, missouri, usa",NULL
180146,"victoria, british columbia, canada",53.0
180149,"woodlawn, tennessee, usa",37.0
180160,"greene, rhode island, usa",24.0
180169,"bronx, new york, usa",NULL
180280,"st. gallen, st. gallen, switzerland",23.0
180314,"leawood, kansas, usa",47.0
180348,"fredericksburg, virginia, usa",40.0
180364,"norwalk, connecticut, usa",26.0
180378,"calgary, alberta, canada",38.0
180383,"bakersfield, california, usa",NULL
180405,"jamestown, new york, usa",19.0
180407,"cambridge, ontario, canada",NULL
180447,"albury, new south wales, australia",29.0
180495,"millville, new jersey, usa",80.0
180533,"harrisburg, pennsylvania, usa",NULL
180540,"redlands, california, usa",21.0
180549,"houston, texas, usa",NULL
180580,"soquel, california, usa",NULL
180586,"creston, british columbia, canada",NULL
180651,"coventry, england, united kingdom",54.0
180658,"little rock, arkansas, usa",NULL
180727,"richmond, virginia, usa",NULL
180733,"hamilton, montana, usa",21.0
180795,"sheffield, england, united kingdom",22.0
180801,"quakertown, pennsylvania, usa",36.0
180840,"riverside, california, usa",33.0
180860,"london, ontario, canada",NULL
180865,"eureka, california, usa",NULL
180871,"wrightwood, california, usa",NULL
180903,"meudon, n/a, france",31.0
180910,"newbury park, california, usa",NULL
180917,"albuquerque, new mexico, usa",50.0
180923,"lewisburg, wisconsin, usa",51.0
180925,"ottawa, ontario, canada",26.0
180937,"hennepin, illinois, usa",48.0
180957,"adelaide, south australia, australia",NULL
180958,"foligno, umbria, italy",34.0
180960,"valley village, california, usa",NULL
180975,"springfield, georgia, usa",45.0
180981,"middleburg, florida, usa",NULL
181076,"stony plain, alberta, canada",53.0
181077,"rosebud, alberta, canada",35.0
181084,"morgan hill, california, usa",57.0
181103,"virginia beach, virginia, usa",25.0
181117,"jackson, michigan, usa",NULL
181129,"frisco, texas, usa",NULL
181156,"port augusta, south australia, australia",59.0
181165,"hayward, california, usa",39.0
181176,"st. louis, missouri, usa",43.0
181212,"roswell, georgia, usa",32.0
181223,"windham, new hampshire, usa",NULL
181246,"near moron, ciego de avila, caribbean sea",NULL
181293,"mentone, victoria, australia",68.0
181316,"managua, ,",36.0
181368,"edmonton, alberta, canada",NULL
181411,"oneida, new york, usa",NULL
181413,"savannah, ,",NULL
181436,"los angeles, ,",30.0
181452,"cincinnati, ohio, usa",NULL
181507,"bellingham, washington, usa",NULL
181513,"canterbury, new hampshire, usa",56.0
181514,"minneapolis, minnesota, usa",23.0
181608,"moncton, new brunswick, canada",25.0
181614,"los angeles, california, usa",NULL
181683,"warminster, pennsylvania, usa",68.0
181687,"austin, texas, usa",29.0
181689,"melbourne, box hill north, australia",NULL
181691,"chicago, illinois, usa",26.0
181704,"heathrow, florida, usa",19.0
181713,"saskatoon, saskatchewan, canada",25.0
181714,"boulder, colorado, usa",28.0
181736,"west chester, pennsylvania, usa",32.0
181775,"spotsylvania, virginia, usa",NULL
181781,"san jose, california, usa",NULL
181796,"grand blanc, michigan, usa",33.0
181833,"haarlem, noord-holland, netherlands",27.0
181864,"east rochester,new york, new york, usa",NULL
181877,"new york, new york, usa",NULL
181896,"redwood city, california, usa",53.0
181944,"south windsor, connecticut, usa",49.0
181948,"elk grove, california, usa",47.0
181950,"barcelona, barcelona, spain",23.0
181956,"browns, illinois, usa",21.0
181995,"saint symphorien, haineut, belgium",25.0
182053,"london, ontario, canada",30.0
182055,"oceanside, new york, usa",18.0
182085,"ginsheim, hessen, germany",NULL
182086,"ginsheim, hessen, germany",NULL
182088,"vienna, vienna, austria",21.0
182101,"lake forest, illinois, usa",NULL
182113,"kingston, ,",NULL
182117,"mesa, arizona, usa",NULL
182154,"toronto, ontario, canada",NULL
182159,"orlando, florida, usa",35.0
182180,"saylorsburg, pennsylvania, usa",30.0
182202,"black hawk, south dakota, usa",20.0
182212,"socorro, new mexico, usa",24.0
182229,"honolulu, hawaii, usa",NULL
182242,"york, pennsylvania, usa",33.0
182275,"mississauga, ontario, canada",29.0
182334,"somerville, massachusetts, usa",31.0
182345,"hamburg, hamburg, germany",25.0
182382,"des moines, iowa, usa",NULL
182393,"the center of, my own little world, usa",35.0
182403,"memphis, tennessee, usa",35.0
182414,"chicago, illinois, usa",25.0
182425,"sand lake, michigan, usa",26.0
182442,"ithaca, new york, usa",NULL
182459,"fort wayne, indiana, usa",28.0
182475,"gardner, massachusetts, usa",NULL
182488,"san francisco, california, usa",45.0
182506,"orlando, florida, usa",40.0
182527,"pekin, illinois, usa",62.0
182551,"colorado springs, colorado, usa",33.0
182554,"cupertino, california, usa",NULL
182595,"kenosha, wisconsin, usa",66.0
182599,"montréal, quebec, canada",35.0
182642,"paimpol, bretagne, france",24.0
182746,"jacksonville, florida, usa",44.0
182781,"new york, new york, usa",54.0
182819,"long beach, california, usa",44.0
182821,"sioux falls, south dakota, usa",NULL
182829,"jersey village, texas, usa",NULL
182838,"cumberland, maryland, usa",26.0
182847,"snohomish, washington, usa",40.0
182931,"waterloo, ontario, canada",32.0
182954,"ft wayne, indiana, usa",NULL
182966,"tucson, arizona, usa",NULL
182969,"minneapolis, minnesota, usa",36.0
182993,"carneys point, new jersey, usa",40.0
183005,"corning, new york, usa",49.0
183034,"maitland, florida, usa",61.0
183046,"toronto, ontario, canada",NULL
183047,"albany, california, usa",NULL
183060,"easton, pennsylvania, usa",NULL
183061,"manchester, connecticut, usa",30.0
183088,"arlington, virginia, usa",43.0
183100,"houston, texas, usa",29.0
183103,"albuquerque, new mexico, usa",66.0
183110,"silver city, new mexico, usa",NULL
183122,"albuquerque, new mexico, usa",NULL
183126,"little river, christchurch, new zealand",29.0
183131,"dallas, texas, usa",NULL
183132,"albuquerque, new mexico, usa",NULL
183134,"albuquerque, ,",NULL
